date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease
2020-06-19,AS,0,0,0,0
2020-06-19,AZ,41,3246,9238,5
2020-06-19,CA,70,4317,76855,0
2020-06-19,CO,15,228,2002,14
2020-06-19,CT,12,117,11678,0
2020-06-19,DC,3,49,1543,0
2020-06-19,DE,2,112,1638,0
2020-06-19,FL,43,3822,17737,200
2020-06-19,GA,31,1097,6005,109
2020-06-19,GU,0,7,120,0
2020-06-19,HI,0,18,1352,0
2020-06-19,IA,2,421,5297,0
2020-06-19,ID,1,111,1422,3
2020-06-19,IL,0,831,26479,0
2020-06-19,IN,25,308,7857,142
2020-06-19,KS,7,378,5147,24
2020-06-19,KY,2,257,4590,12
2020-06-19,LA,22,-119,45807,0
2020-06-19,MA,30,228,9319,51
2020-06-19,MD,14,319,5742,90
2020-06-19,ME,0,35,3066,5
2020-06-19,MI,6,299,29443,0
2020-06-19,MN,17,356,13917,30
2020-06-19,MO,2,293,8649,0
2020-06-19,MP,0,0,0,0
2020-06-19,MS,0,0,0,0
2020-06-19,MT,0,11,1541,1
2020-06-19,NC,22,1652,16983,0
2020-06-19,ND,1,32,1919,2
2020-06-19,NE,6,189,2844,25
2020-06-19,NH,1,14,1727,2
2020-06-19,NJ,35,389,22220,257
2020-06-19,NM,4,88,4190,11
2020-06-19,NV,2,410,3154,0
2020-06-19,NY,25,796,78507,0
2020-06-19,OH,34,609,15403,63
2020-06-19,OK,1,352,4673,63
2020-06-19,OR,1,206,4575,13
2020-06-19,PA,38,526,12624,0
2020-06-19,PR,0,84,0,0
2020-06-19,RI,9,59,1181,11
2020-06-19,SC,18,1083,6694,239
2020-06-19,SD,3,49,791,4
2020-06-19,TN,6,1188,8107,29
2020-06-19,TX,35,3454,12719,0
2020-06-19,UT,3,586,4087,25
2020-06-19,VA,16,555,9788,75
2020-06-19,VI,0,1,96,0
2020-06-19,VT,0,9,1133,0
2020-06-19,WA,19,517,9489,21
2020-06-19,WI,11,323,10838,17
2020-06-19,WV,0,17,1568,0
2020-06-19,WY,2,29,291,1
2020-06-18,AK,0,12,3464,0
2020-06-18,AL,20,894,10917,21
2020-06-18,AR,11,322,7413,22
2020-06-18,AS,0,0,0,0
2020-06-18,AZ,32,2519,11020,17
2020-06-18,CA,82,4084,72458,0
2020-06-18,CO,29,231,5318,22
2020-06-18,CT,7,11,7003,187
2020-06-18,DC,4,56,2057,0
2020-06-18,DE,0,55,2042,0
2020-06-18,FL,44,3207,22346,189
2020-06-18,GA,30,882,11855,120
2020-06-18,GU,0,5,385,0
2020-06-18,HI,0,4,1127,3
2020-06-18,IA,6,393,5407,0
2020-06-18,ID,0,92,1136,0
2020-06-18,IL,52,593,24911,0
2020-06-18,IN,16,425,13115,63
2020-06-18,KS,0,0,0,0
2020-06-18,KY,2,202,6309,27
2020-06-18,LA,0,0,0,0
2020-06-18,MA,36,271,8943,60
2020-06-18,MD,20,260,6005,48
2020-06-18,ME,0,42,0,0
2020-06-18,MI,25,301,0,0
2020-06-18,MN,19,379,11913,29
2020-06-18,MO,37,283,12057,0
2020-06-18,MP,0,0,0,0
2020-06-18,MS,0,0,-5674,0
2020-06-18,MT,0,25,1330,3
2020-06-18,NC,7,1333,24923,0
2020-06-18,ND,0,29,953,7
2020-06-18,NE,3,195,2231,25
2020-06-18,NH,4,72,1826,10
2020-06-18,NJ,32,404,23489,0
2020-06-18,NM,5,132,4212,17
2020-06-18,NV,3,234,2952,0
2020-06-18,NY,32,618,67923,0
2020-06-18,OH,22,700,14761,53
2020-06-18,OK,2,450,3671,0
2020-06-18,OR,4,148,4638,4
2020-06-18,PA,42,418,10819,0
2020-06-18,PR,0,108,0,0
2020-06-18,RI,9,71,1219,13
2020-06-18,SC,4,992,6777,0
2020-06-18,SD,0,59,1306,15
2020-06-18,TN,12,686,7135,29
2020-06-18,TX,43,3516,34587,0
2020-06-18,UT,3,495,3498,18
2020-06-18,VA,3,463,7264,-17
2020-06-18,VI,0,0,0,0
2020-06-18,VT,1,5,1077,0
2020-06-18,WA,-5,537,9258,23
2020-06-18,WI,7,461,10177,32
2020-06-18,WV,0,42,3017,0
2020-06-18,WY,0,30,1055,0
2020-06-17,AK,0,20,1474,0
2020-06-17,AL,5,400,4899,37
2020-06-17,AR,15,415,14718,26
2020-06-17,AS,0,0,0,0
2020-06-17,AZ,20,1827,10032,15
2020-06-17,CA,87,3455,56778,0
2020-06-17,CO,0,143,3368,3
2020-06-17,CT,9,80,4491,0
2020-06-17,DC,3,29,2931,0
2020-06-17,DE,3,41,472,0
2020-06-17,FL,25,2610,22840,184
2020-06-17,GA,46,952,14537,89
2020-06-17,GU,0,2,164,0
2020-06-17,HI,0,4,1211,1
2020-06-17,IA,4,282,4211,0
2020-06-17,ID,0,78,1059,5
2020-06-17,IL,87,546,29441,0
2020-06-17,IN,28,227,7210,45
2020-06-17,KS,2,262,4900,23
2020-06-17,KY,6,166,3670,19
2020-06-17,LA,20,928,11576,0
2020-06-17,MA,69,266,8133,58
2020-06-17,MD,14,560,11558,47
2020-06-17,ME,1,17,1666,2
2020-06-17,MI,2,228,14123,0
2020-06-17,MN,13,414,19028,31
2020-06-17,MO,27,211,0,0
2020-06-17,MP,0,0,0,0
2020-06-17,MS,23,489,3097,39
2020-06-17,MT,1,16,1922,-1
2020-06-17,NC,14,1002,14999,0
2020-06-17,ND,1,39,981,1
2020-06-17,NE,11,180,2694,28
2020-06-17,NH,6,19,1194,2
2020-06-17,NJ,42,277,15782,131
2020-06-17,NM,7,88,3544,12
2020-06-17,NV,1,184,4952,0
2020-06-17,NY,21,567,58774,0
2020-06-17,OH,14,412,16018,44
2020-06-17,OK,1,259,3368,16
2020-06-17,OR,1,120,4692,17
2020-06-17,PA,43,335,9404,0
2020-06-17,PR,0,52,0,0
2020-06-17,RI,11,51,1207,9
2020-06-17,SC,10,566,4509,0
2020-06-17,SD,1,84,1702,8
2020-06-17,TN,4,313,5270,34
2020-06-17,TX,33,3129,18067,0
2020-06-17,UT,4,407,2585,29
2020-06-17,VA,13,444,8459,122
2020-06-17,VI,0,0,49,0
2020-06-17,VT,0,-1,774,0
2020-06-17,WA,10,461,10334,21
2020-06-17,WI,9,285,9406,32
2020-06-17,WV,0,35,4264,0
2020-06-17,WY,0,25,631,1
2020-06-16,AK,0,12,1766,0
2020-06-16,AL,11,640,2110,56
2020-06-16,AR,0,274,1154,23
2020-06-16,AS,0,0,0,0
2020-06-16,AZ,25,2392,6685,27
2020-06-16,CA,32,2108,67465,0
2020-06-16,CO,25,169,3902,25
2020-06-16,CT,6,114,6321,0
2020-06-16,DC,5,19,1261,0
2020-06-16,DE,1,63,1325,0
2020-06-16,FL,55,2783,27342,191
2020-06-16,GA,35,664,3818,132
2020-06-16,GU,0,1,273,0
2020-06-16,HI,0,8,546,0
2020-06-16,IA,14,126,3124,0
2020-06-16,ID,1,63,2604,4
2020-06-16,IL,72,623,18106,0
2020-06-16,IN,14,356,7560,30
2020-06-16,KS,0,0,0,0
2020-06-16,KY,7,182,0,3
2020-06-16,LA,24,534,13458,0
2020-06-16,MA,18,195,6221,50
2020-06-16,MD,35,377,7740,40
2020-06-16,ME,0,9,1355,4
2020-06-16,MI,17,184,11313,0
2020-06-16,MN,9,189,6034,28
2020-06-16,MO,2,225,4625,0
2020-06-16,MP,0,0,0,0
2020-06-16,MS,20,353,9947,48
2020-06-16,MT,0,5,2635,1
2020-06-16,NC,36,751,12191,0
2020-06-16,ND,1,23,852,3
2020-06-16,NE,4,126,1632,13
2020-06-16,NH,0,0,0,0
2020-06-16,NJ,52,323,15376,124
2020-06-16,NM,5,122,4134,61
2020-06-16,NV,2,379,5661,0
2020-06-16,NY,29,631,59937,0
2020-06-16,OH,24,434,10531,59
2020-06-16,OK,4,228,10573,13
2020-06-16,OR,2,278,3124,13
2020-06-16,PA,33,362,9700,0
2020-06-16,PR,0,61,0,0
2020-06-16,RI,14,52,1486,7
2020-06-16,SC,5,612,11510,67
2020-06-16,SD,2,38,769,18
2020-06-16,TN,10,670,8342,40
2020-06-16,TX,46,4098,29583,0
2020-06-16,UT,2,329,2433,32
2020-06-16,VA,18,445,5994,113
2020-06-16,VI,0,0,0,0
2020-06-16,VT,0,3,330,0
2020-06-16,WA,4,494,12066,38
2020-06-16,WI,9,298,10883,35
2020-06-16,WV,0,43,5075,0
2020-06-16,WY,0,10,1778,3
2020-06-15,AK,0,3,967,0
2020-06-15,AL,1,657,4562,4
2020-06-15,AR,3,416,6733,5
2020-06-15,AS,0,0,0,0
2020-06-15,AZ,8,1014,6198,34
2020-06-15,CA,26,2597,63589,0
2020-06-15,CO,0,113,4329,0
2020-06-15,CT,3,147,4775,0
2020-06-15,DC,0,32,1284,0
2020-06-15,DE,2,76,2823,0
2020-06-15,FL,8,1758,19411,74
2020-06-15,GA,43,733,8973,74
2020-06-15,GU,0,0,215,0
2020-06-15,HI,0,5,1147,2
2020-06-15,IA,3,127,2627,0
2020-06-15,ID,0,0,0,0
2020-06-15,IL,18,473,18154,0
2020-06-15,IN,11,521,6917,32
2020-06-15,KS,2,372,7438,15
2020-06-15,KY,6,202,1064,0
2020-06-15,LA,4,553,8840,0
2020-06-15,MA,23,87,4434,15
2020-06-15,MD,8,331,5468,57
2020-06-15,ME,1,17,1096,3
2020-06-15,MI,1,31,10508,0
2020-06-15,MN,6,222,4990,20
2020-06-15,MO,1,379,4073,0
2020-06-15,MP,0,0,0,0
2020-06-15,MS,4,283,16167,15
2020-06-15,MT,0,8,2022,1
2020-06-15,NC,9,983,10366,0
2020-06-15,ND,1,22,875,0
2020-06-15,NE,0,92,1548,5
2020-06-15,NH,2,46,2406,6
2020-06-15,NJ,52,222,18245,18
2020-06-15,NM,4,102,4569,0
2020-06-15,NV,4,106,5717,0
2020-06-15,NY,28,620,55991,0
2020-06-15,OH,16,428,10520,53
2020-06-15,OK,0,186,0,1
2020-06-15,OR,4,184,2070,24
2020-06-15,PA,28,323,9474,0
2020-06-15,PR,0,79,0,0
2020-06-15,RI,18,76,1711,29
2020-06-15,SC,2,583,6638,0
2020-06-15,SD,0,30,1046,5
2020-06-15,TN,8,728,14030,19
2020-06-15,TX,7,1254,17524,0
2020-06-15,UT,4,295,4930,13
2020-06-15,VA,6,380,9619,-4
2020-06-15,VI,0,1,0,0
2020-06-15,VT,0,1,1574,0
2020-06-15,WA,4,517,11366,11
2020-06-15,WI,2,206,6081,12
2020-06-15,WV,0,9,745,0
2020-06-15,WY,0,19,-459,0
2020-06-14,AK,0,7,1657,0
2020-06-14,AL,0,1014,3189,14
2020-06-14,AR,3,954,9018,19
2020-06-14,AS,0,0,0,0
2020-06-14,AZ,3,1233,8415,33
2020-06-14,CA,74,3212,74391,0
2020-06-14,CO,0,195,7987,10
2020-06-14,CT,15,94,7090,0
2020-06-14,DC,4,58,1436,0
2020-06-14,DE,1,35,1653,0
2020-06-14,FL,6,2016,36586,69
2020-06-14,GA,5,880,20230,24
2020-06-14,GU,0,0,0,0
2020-06-14,HI,0,17,967,2
2020-06-14,IA,2,209,4817,0
2020-06-14,ID,0,46,276,1
2020-06-14,IL,19,672,21368,0
2020-06-14,IN,9,366,7388,70
2020-06-14,KS,0,0,0,0
2020-06-14,KY,0,0,0,0
2020-06-14,LA,10,336,4613,0
2020-06-14,MA,48,208,8906,30
2020-06-14,MD,13,396,6155,112
2020-06-14,ME,0,36,1472,1
2020-06-14,MI,3,218,13797,0
2020-06-14,MN,15,6,-6,29
2020-06-14,MO,0,0,5693,0
2020-06-14,MP,0,0,233,0
2020-06-14,MS,2,168,0,21
2020-06-14,MT,1,13,890,0
2020-06-14,NC,5,1443,13997,0
2020-06-14,ND,0,22,985,0
2020-06-14,NE,0,120,1618,3
2020-06-14,NH,3,48,2417,10
2020-06-14,NJ,37,276,19125,30
2020-06-14,NM,5,95,3615,0
2020-06-14,NV,1,227,5504,0
2020-06-14,NY,24,694,61665,0
2020-06-14,OH,3,300,7022,31
2020-06-14,OK,0,158,4221,5
2020-06-14,OR,2,101,3302,0
2020-06-14,PA,4,336,7846,0
2020-06-14,PR,1,121,0,0
2020-06-14,RI,0,32,884,0
2020-06-14,SC,1,840,5590,0
2020-06-14,SD,0,65,741,8
2020-06-14,TN,3,891,12967,14
2020-06-14,TX,19,1843,33821,0
2020-06-14,UT,0,332,4599,16
2020-06-14,VA,5,637,8370,46
2020-06-14,VI,0,0,21,0
2020-06-14,VT,0,2,1047,0
2020-06-14,WA,9,136,3957,28
2020-06-14,WI,1,251,8967,14
2020-06-14,WV,0,30,3652,0
2020-06-14,WY,0,10,0,0
2020-06-13,AK,0,29,894,0
2020-06-13,AL,4,891,5976,39
2020-06-13,AR,0,0,5895,18
2020-06-13,AS,0,0,0,0
2020-06-13,AZ,39,1540,4078,36
2020-06-13,CA,46,3660,58475,0
2020-06-13,CO,9,175,1916,177
2020-06-13,CT,27,305,4730,0
2020-06-13,DC,5,55,1028,0
2020-06-13,DE,1,56,2349,0
2020-06-13,FL,49,2581,31933,169
2020-06-13,GA,28,1018,6704,43
2020-06-13,GU,0,1,15,0
2020-06-13,HI,0,14,745,1
2020-06-13,IA,7,380,4684,0
2020-06-13,ID,1,51,1175,0
2020-06-13,IL,29,673,21171,0
2020-06-13,IN,17,397,5060,0
2020-06-13,KS,0,0,0,0
2020-06-13,KY,6,500,12991,27
2020-06-13,LA,8,1288,23561,0
2020-06-13,MA,38,336,9901,46
2020-06-13,MD,26,692,7971,130
2020-06-13,ME,0,36,1427,5
2020-06-13,MI,23,164,13032,0
2020-06-13,MN,9,2,9656,24
2020-06-13,MO,7,225,4436,0
2020-06-13,MP,0,0,174,0
2020-06-13,MS,8,257,-865,1
2020-06-13,MT,0,15,967,0
2020-06-13,NC,12,1427,14566,0
2020-06-13,ND,0,42,1667,0
2020-06-13,NE,4,198,3406,38
2020-06-13,NH,7,42,1997,-1
2020-06-13,NJ,103,441,22378,100
2020-06-13,NM,0,0,0,0
2020-06-13,NV,3,270,5165,0
2020-06-13,NY,32,916,69924,0
2020-06-13,OH,46,424,14756,50
2020-06-13,OK,0,225,0,8
2020-06-13,OR,1,158,4132,0
2020-06-13,PA,49,463,8204,0
2020-06-13,PR,0,154,0,0
2020-06-13,RI,0,49,1226,0
2020-06-13,SC,6,785,5062,0
2020-06-13,SD,1,91,1417,6
2020-06-13,TN,4,415,10774,24
2020-06-13,TX,18,2331,31031,0
2020-06-13,UT,0,404,3592,24
2020-06-13,VA,7,658,8805,62
2020-06-13,VI,0,0,63,0
2020-06-13,VT,0,6,1293,0
2020-06-13,WA,10,193,6230,45
2020-06-13,WI,2,294,11037,32
2020-06-13,WV,2,26,3452,0
2020-06-13,WY,0,23,1132,1
2020-06-12,AK,1,14,1855,0
2020-06-12,AL,14,865,6694,37
2020-06-12,AR,5,731,3726,36
2020-06-12,AS,0,0,0,0
2020-06-12,AZ,17,1654,11543,38
2020-06-12,CA,62,2702,61909,0
2020-06-12,CO,11,148,3877,22
2020-06-12,CT,13,228,13833,0
2020-06-12,DC,4,65,2600,0
2020-06-12,DE,0,67,3594,0
2020-06-12,FL,29,1902,27249,136
2020-06-12,GA,43,810,6907,108
2020-06-12,GU,0,1,146,0
2020-06-12,HI,0,7,1277,1
2020-06-12,IA,4,399,5606,0
2020-06-12,ID,1,42,1275,3
2020-06-12,IL,78,732,24179,0
2020-06-12,IN,16,398,7440,35
2020-06-12,KS,3,235,5175,19
2020-06-12,KY,0,0,0,0
2020-06-12,LA,9,523,9338,0
2020-06-12,MA,46,392,9879,72
2020-06-12,MD,25,416,7309,134
2020-06-12,ME,0,54,1376,0
2020-06-12,MI,5,223,15544,0
2020-06-12,MN,25,45,12773,35
2020-06-12,MO,12,195,5900,0
2020-06-12,MP,0,0,181,0
2020-06-12,MS,13,608,0,29
2020-06-12,MT,0,10,1235,3
2020-06-12,NC,28,1768,21252,0
2020-06-12,ND,0,36,1340,4
2020-06-12,NE,17,290,2821,29
2020-06-12,NH,7,31,1979,4
2020-06-12,NJ,49,348,24255,115
2020-06-12,NM,16,276,9451,42
2020-06-12,NV,0,277,5914,0
2020-06-12,NY,53,822,71573,0
2020-06-12,OH,18,420,10715,61
2020-06-12,OK,2,222,4547,11
2020-06-12,OR,2,140,4245,11
2020-06-12,PA,49,66,11946,0
2020-06-12,PR,2,184,24595,0
2020-06-12,RI,10,81,2093,11
2020-06-12,SC,5,729,5273,90
2020-06-12,SD,1,77,1184,11
2020-06-12,TN,27,588,54291,38
2020-06-12,TX,19,2097,18540,0
2020-06-12,UT,8,325,3793,20
2020-06-12,VA,14,564,42569,64
2020-06-12,VI,0,0,41,0
2020-06-12,VT,0,9,1416,0
2020-06-12,WA,4,388,9249,-1
2020-06-12,WI,7,354,11308,27
2020-06-12,WV,1,21,2898,0
2020-06-12,WY,0,18,264,0
2020-06-11,AK,0,18,1273,0
2020-06-11,AL,11,856,4913,36
2020-06-11,AR,6,448,0,24
2020-06-11,AS,0,0,0,0
2020-06-11,AZ,32,1412,8483,41
2020-06-11,CA,105,3090,53759,0
2020-06-11,CO,16,152,4099,10
2020-06-11,CT,26,114,7953,243
2020-06-11,DC,3,52,1044,0
2020-06-11,DE,1,50,2238,0
2020-06-11,FL,49,1698,26027,229
2020-06-11,GA,46,993,12293,99
2020-06-11,GU,0,1,97,0
2020-06-11,HI,0,3,1119,1
2020-06-11,IA,9,387,5323,0
2020-06-11,ID,0,40,1023,0
2020-06-11,IL,90,766,21559,0
2020-06-11,IN,25,411,6837,53
2020-06-11,KS,0,0,0,0
2020-06-11,KY,9,62,6618,10
2020-06-11,LA,19,442,9111,0
2020-06-11,MA,38,511,10487,72
2020-06-11,MD,31,732,6996,34
2020-06-11,ME,0,30,1487,5
2020-06-11,MI,33,267,14202,0
2020-06-11,MN,13,219,13182,40
2020-06-11,MO,12,203,7208,0
2020-06-11,MP,0,0,58,0
2020-06-11,MS,0,0,0,0
2020-06-11,MT,0,2,1159,0
2020-06-11,NC,11,1310,17717,0
2020-06-11,ND,0,38,1089,0
2020-06-11,NE,4,142,2358,11
2020-06-11,NH,7,46,1214,4
2020-06-11,NJ,67,470,21389,269
2020-06-11,NM,6,145,3755,0
2020-06-11,NV,1,235,5696,0
2020-06-11,NY,38,736,60103,0
2020-06-11,OH,33,429,10270,60
2020-06-11,OK,2,146,4002,17
2020-06-11,OR,2,177,4869,7
2020-06-11,PA,51,467,9475,0
2020-06-11,PR,1,23,0,0
2020-06-11,RI,11,87,1438,14
2020-06-11,SC,13,682,-23157,0
2020-06-11,SD,4,61,998,11
2020-06-11,TN,5,477,5990,21
2020-06-11,TX,35,1826,43407,0
2020-06-11,UT,3,388,4520,14
2020-06-11,VA,6,470,8563,-17
2020-06-11,VI,0,0,11,0
2020-06-11,VT,0,15,1452,0
2020-06-11,WA,14,400,11570,26
2020-06-11,WI,11,371,8942,33
2020-06-11,WV,0,24,3106,0
2020-06-11,WY,0,29,737,0
2020-06-10,AK,0,20,810,0
2020-06-10,AL,15,567,4751,42
2020-06-10,AR,4,288,10148,36
2020-06-10,AS,0,0,0,0
2020-06-10,AZ,25,1556,4918,41
2020-06-10,CA,79,2702,51851,0
2020-06-10,CO,20,164,4043,166
2020-06-10,CT,23,168,4814,0
2020-06-10,DC,4,63,977,0
2020-06-10,DE,1,36,956,0
2020-06-10,FL,38,1371,19347,161
2020-06-10,GA,44,731,13041,102
2020-06-10,GU,0,2,304,0
2020-06-10,HI,0,6,693,0
2020-06-10,IA,6,315,4791,0
2020-06-10,ID,2,31,1344,2
2020-06-10,IL,77,625,20195,0
2020-06-10,IN,16,304,4400,36
2020-06-10,KS,4,162,4071,18
2020-06-10,KY,7,175,14301,10
2020-06-10,LA,11,418,6034,0
2020-06-10,MA,46,267,9831,75
2020-06-10,MD,33,561,5999,79
2020-06-10,ME,0,31,1489,1
2020-06-10,MI,1,15,0,0
2020-06-10,MN,39,333,11707,41
2020-06-10,MO,8,274,5660,0
2020-06-10,MP,0,0,0,0
2020-06-10,MS,31,715,4958,79
2020-06-10,MT,0,7,1425,2
2020-06-10,NC,24,1011,16928,0
2020-06-10,ND,2,40,954,4
2020-06-10,NE,3,131,2339,22
2020-06-10,NH,8,53,1471,4
2020-06-10,NJ,76,550,18887,154
2020-06-10,NM,4,43,2813,25
2020-06-10,NV,2,134,3600,0
2020-06-10,NY,56,674,61623,0
2020-06-10,OH,36,413,11081,73
2020-06-10,OK,2,117,3139,14
2020-06-10,OR,0,72,3069,6
2020-06-10,PA,48,410,7716,0
2020-06-10,PR,1,144,0,0
2020-06-10,RI,4,104,1364,13
2020-06-10,SC,7,531,4019,0
2020-06-10,SD,1,81,1445,16
2020-06-10,TN,1,486,7144,16
2020-06-10,TX,32,2504,11228,0
2020-06-10,UT,1,305,2595,23
2020-06-10,VA,18,439,7069,135
2020-06-10,VI,0,1,32,0
2020-06-10,VT,0,11,1503,0
2020-06-10,WA,15,368,12053,48
2020-06-10,WI,10,336,9902,39
2020-06-10,WV,1,19,3633,0
2020-06-10,WY,1,10,506,1
2020-06-09,AK,1,10,968,0
2020-06-09,AL,11,497,7251,33
2020-06-09,AR,6,340,4854,21
2020-06-09,AS,0,0,0,0
2020-06-09,AZ,23,618,4514,48
2020-06-09,CA,44,2170,52885,0
2020-06-09,CO,18,182,4221,374
2020-06-09,CT,13,87,4240,0
2020-06-09,DC,4,85,1301,0
2020-06-09,DE,2,48,758,0
2020-06-09,FL,53,1096,22659,178
2020-06-09,GA,77,752,7056,126
2020-06-09,GU,0,1,246,0
2020-06-09,HI,0,1,326,0
2020-06-09,IA,12,249,3852,0
2020-06-09,ID,0,50,1586,0
2020-06-09,IL,94,797,19512,0
2020-06-09,IN,23,410,5477,46
2020-06-09,KS,0,0,0,0
2020-06-09,KY,5,232,6849,18
2020-06-09,LA,13,562,10504,0
2020-06-09,MA,55,263,4460,82
2020-06-09,MD,35,500,6079,47
2020-06-09,ME,1,18,757,1
2020-06-09,MI,9,63,16809,0
2020-06-09,MN,20,430,8451,40
2020-06-09,MO,21,179,4055,0
2020-06-09,MP,0,2,279,0
2020-06-09,MS,0,0,0,0
2020-06-09,MT,0,6,1586,3
2020-06-09,NC,23,676,14922,0
2020-06-09,ND,3,22,465,5
2020-06-09,NE,0,118,1167,32
2020-06-09,NH,0,36,1535,3
2020-06-09,NJ,93,299,14109,19
2020-06-09,NM,4,122,4304,25
2020-06-09,NV,3,244,3342,0
2020-06-09,NY,49,683,49290,0
2020-06-09,OH,17,325,13247,70
2020-06-09,OK,5,158,12080,22
2020-06-09,OR,5,66,3672,8
2020-06-09,PA,61,493,7861,0
2020-06-09,PR,0,139,0,0
2020-06-09,RI,9,68,1164,8
2020-06-09,SC,11,428,2893,84
2020-06-09,SD,3,52,1288,5
2020-06-09,TN,14,631,7803,26
2020-06-09,TX,23,1637,25402,0
2020-06-09,UT,3,237,3724,13
2020-06-09,VA,19,487,6777,116
2020-06-09,VI,0,0,9,0
2020-06-09,VT,0,9,1421,0
2020-06-09,WA,2,408,11343,30
2020-06-09,WI,15,300,13957,44
2020-06-09,WV,0,16,717,0
2020-06-09,WY,0,10,352,0
2020-06-08,AK,0,19,989,0
2020-06-08,AL,26,425,0,32
2020-06-08,AR,1,314,0,0
2020-06-08,AS,0,0,0,0
2020-06-08,AZ,3,789,5671,64
2020-06-08,CA,27,2507,66465,0
2020-06-08,CO,0,153,4317,5
2020-06-08,CT,13,124,4548,0
2020-06-08,DC,2,57,1162,0
2020-06-08,DE,2,30,920,0
2020-06-08,FL,12,966,17426,67
2020-06-08,GA,28,599,8892,61
2020-06-08,GU,0,0,266,0
2020-06-08,HI,0,2,1090,1
2020-06-08,IA,8,320,5110,0
2020-06-08,ID,0,0,0,0
2020-06-08,IL,198,1382,15441,0
2020-06-08,IN,13,226,5014,43
2020-06-08,KS,4,257,5599,19
2020-06-08,KY,2,189,3606,7
2020-06-08,LA,8,234,8303,0
2020-06-08,MA,37,190,4589,32
2020-06-08,MD,27,431,6269,83
2020-06-08,ME,0,18,2658,3
2020-06-08,MI,15,135,12804,0
2020-06-08,MN,11,448,7323,34
2020-06-08,MO,10,181,4422,0
2020-06-08,MP,0,1,0,0
2020-06-08,MS,20,498,4465,13
2020-06-08,MT,0,3,4211,0
2020-06-08,NC,10,938,7949,0
2020-06-08,ND,3,19,228,1
2020-06-08,NE,0,91,1547,7
2020-06-08,NH,3,24,1519,2
2020-06-08,NJ,39,333,14331,0
2020-06-08,NM,4,140,5088,44
2020-06-08,NV,4,137,4169,0
2020-06-08,NY,40,702,57352,0
2020-06-08,OH,27,361,7433,53
2020-06-08,OK,0,55,0,13
2020-06-08,OR,0,114,1365,24
2020-06-08,PA,10,351,7214,0
2020-06-08,PR,0,61,0,0
2020-06-08,RI,27,45,884,32
2020-06-08,SC,11,514,6288,0
2020-06-08,SD,0,33,726,4
2020-06-08,TN,3,563,13432,16
2020-06-08,TX,0,638,19232,0
2020-06-08,UT,3,256,4692,18
2020-06-08,VA,5,570,3206,6
2020-06-08,VI,0,0,3,0
2020-06-08,VT,0,12,1568,0
2020-06-08,WA,6,510,10050,17
2020-06-08,WI,-1,222,7386,12
2020-06-08,WV,0,9,1789,0
2020-06-08,WY,0,13,1210,1
2020-06-07,AK,0,8,995,-48
2020-06-07,AL,3,457,13465,29
2020-06-07,AR,0,325,3191,6
2020-06-07,AS,0,0,0,0
2020-06-07,AZ,2,1438,8537,70
2020-06-07,CA,67,2796,51122,0
2020-06-07,CO,0,233,4504,8
2020-06-07,CT,16,150,5444,0
2020-06-07,DC,6,63,806,0
2020-06-07,DE,3,97,1265,0
2020-06-07,FL,13,1180,40793,52
2020-06-07,GA,6,589,16438,23
2020-06-07,GU,0,0,0,0
2020-06-07,HI,0,9,789,0
2020-06-07,IA,6,189,3289,0
2020-06-07,ID,0,28,774,3
2020-06-07,IL,40,867,19833,0
2020-06-07,IN,11,400,6333,45
2020-06-07,KS,0,0,0,0
2020-06-07,KY,0,0,0,0
2020-06-07,LA,11,330,5666,0
2020-06-07,MA,27,304,7547,24
2020-06-07,MD,9,491,6936,95
2020-06-07,ME,1,46,0,2
2020-06-07,MI,11,55,10314,0
2020-06-07,MN,16,135,9409,31
2020-06-07,MO,0,111,6682,0
2020-06-07,MP,0,1,545,0
2020-06-07,MS,14,501,9625,47
2020-06-07,MT,0,5,619,1
2020-06-07,NC,4,921,12955,0
2020-06-07,ND,0,44,1008,1
2020-06-07,NE,2,164,2058,9
2020-06-07,NH,0,0,0,0
2020-06-07,NJ,71,271,17138,27
2020-06-07,NM,5,128,4379,0
2020-06-07,NV,2,189,3737,0
2020-06-07,NY,47,781,59654,0
2020-06-07,OH,7,365,10133,37
2020-06-07,OK,3,147,0,0
2020-06-07,OR,1,146,2095,0
2020-06-07,PA,12,506,9051,0
2020-06-07,PR,0,70,0,0
2020-06-07,RI,0,49,758,0
2020-06-07,SC,1,370,4745,0
2020-06-07,SD,0,71,1531,4
2020-06-07,TN,1,310,7037,9
2020-06-07,TX,11,1425,5744,0
2020-06-07,UT,0,268,2534,10
2020-06-07,VA,12,1284,7401,171
2020-06-07,VI,0,0,0,0
2020-06-07,VT,0,17,1118,0
2020-06-07,WA,4,110,3015,13
2020-06-07,WI,2,275,11065,16
2020-06-07,WV,0,13,2071,0
2020-06-07,WY,0,8,235,0
2020-06-06,AK,0,12,2899,48
2020-06-06,AL,13,656,5515,44
2020-06-06,AR,2,450,8696,46
2020-06-06,AS,0,0,0,0
2020-06-06,AZ,30,1119,6662,65
2020-06-06,CA,74,3115,66722,0
2020-06-06,CO,19,255,4598,12
2020-06-06,CT,17,358,15684,0
2020-06-06,DC,8,70,1747,0
2020-06-06,DE,0,72,834,0
2020-06-06,FL,28,1270,37975,97
2020-06-06,GA,0,688,14381,16
